Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN09220,1.0,,,2.0,,,Room_Type 1,,2018.0,1.0,,Offline,,0.0,,,0.0,0.0
INN26782,2.0,0.0,,2.0,,,,,2018.0,8.0,,,,0.0,0.0,,1.0,0.0
INN30512,2.0,,2.0,5.0,,0.0,,,2017.0,10.0,,Online,0.0,0.0,0.0,90.64,2.0,0.0
INN05518,2.0,0.0,,2.0,,0.0,,42.0,2018.0,5.0,,Online,0.0,0.0,,,0.0,0.0
INN18821,,,,,,,,,2018.0,11.0,,Online,0.0,0.0,,,1.0,0.0
INN21074,2.0,,0.0,,Meal Plan 1,0.0,,,2018.0,10.0,,Offline,,0.0,,,0.0,0.0
INN02595,2.0,,,3.0,,,Room_Type 1,,2018.0,12.0,,,,0.0,,68.0,0.0,0.0
INN35377,1.0,0.0,0.0,1.0,,0.0,Room_Type 1,,2018.0,2.0,18.0,Online,,0.0,0.0,,1.0,
INN25855,1.0,,,1.0,,0.0,,99.0,,2.0,,Corporate,,0.0,0.0,,,0.0
INN29573,1.0,,,,Meal Plan 1,0.0,,,2018.0,12.0,,Corporate,1.0,6.0,58.0,,2.0,0.0
INN23241,,,,1.0,Not Selected,,,,2018.0,9.0,,,,0.0,0.0,,1.0,0.0
INN31939,1.0,2.0,,3.0,,,Room_Type 4,101.0,2018.0,7.0,,,,0.0,0.0,,0.0,1.0
INN32189,2.0,,,0.0,,0.0,,,2018.0,8.0,7.0,Online,0.0,0.0,,,1.0,0.0
INN06655,2.0,0.0,,2.0,,,Room_Type 2,,2018.0,3.0,,,,0.0,0.0,,0.0,0.0
INN14267,2.0,0.0,1.0,2.0,,0.0,,,2018.0,9.0,,Offline,,0.0,0.0,107.0,0.0,1.0
INN15868,2.0,,,1.0,Meal Plan 1,0.0,,,2018.0,8.0,12.0,,,0.0,0.0,202.74,1.0,1.0
INN17810,2.0,,,2.0,Meal Plan 1,0.0,,,2018.0,10.0,,,,0.0,,,0.0,1.0
INN21412,2.0,,,,Not Selected,0.0,Room_Type 1,,2018.0,4.0,17.0,,,0.0,,89.0,0.0,0.0
INN36162,1.0,0.0,,1.0,,,Room_Type 1,,,10.0,,,,0.0,0.0,,,0.0
INN21666,1.0,,0.0,3.0,,,Room_Type 1,,2017.0,11.0,,Online,,0.0,,,1.0,1.0
INN31400,2.0,,,,Meal Plan 1,,Room_Type 1,,2018.0,11.0,4.0,Offline,,0.0,0.0,,0.0,1.0
INN01503,1.0,,,0.0,,,,0.0,2018.0,9.0,,,,0.0,0.0,159.0,1.0,0.0
INN27446,1.0,,0.0,1.0,Not Selected,0.0,Room_Type 1,0.0,2018.0,5.0,,Online,,0.0,0.0,,,0.0
INN26184,,0.0,,2.0,,0.0,Room_Type 1,,2018.0,8.0,,,,0.0,,,1.0,1.0
INN27052,,0.0,,1.0,,0.0,,,2017.0,7.0,,Offline,,0.0,0.0,94.5,0.0,1.0
INN00989,2.0,,,0.0,Meal Plan 1,0.0,,,,8.0,3.0,Complementary,0.0,0.0,0.0,,0.0,0.0
INN00679,1.0,0.0,,5.0,Not Selected,,,,2018.0,6.0,,Online,0.0,0.0,,,1.0,1.0
INN16379,2.0,,,,,,,101.0,2018.0,4.0,4.0,Offline,,0.0,0.0,80.0,0.0,1.0
INN23058,,,,3.0,Meal Plan 2,0.0,,,2018.0,9.0,,,0.0,0.0,0.0,,0.0,1.0
INN05852,2.0,,0.0,4.0,Meal Plan 1,,,,2018.0,3.0,,,,0.0,0.0,54.5,0.0,0.0
INN07195,2.0,,,1.0,Meal Plan 1,0.0,Room_Type 1,180.0,2018.0,10.0,,Online,,0.0,0.0,,,1.0
INN16302,3.0,,,3.0,,0.0,Room_Type 7,,2018.0,9.0,,,,0.0,0.0,289.0,,0.0
INN10096,,,,3.0,,,Room_Type 1,144.0,2017.0,12.0,,,0.0,0.0,,,2.0,0.0
INN02940,1.0,,,2.0,,0.0,,,2018.0,10.0,,Online,0.0,0.0,0.0,,0.0,1.0
INN12391,2.0,,,2.0,Not Selected,0.0,,,2018.0,,,,,0.0,0.0,76.5,1.0,1.0
INN21438,1.0,,,1.0,Meal Plan 1,,Room_Type 1,,2017.0,12.0,,,,0.0,,,0.0,0.0
INN01851,2.0,,,4.0,,0.0,,169.0,2018.0,7.0,,,,0.0,,,,0.0
INN22907,2.0,0.0,,3.0,Meal Plan 1,,,,2018.0,5.0,,Online,0.0,0.0,0.0,,,0.0
INN01071,,,,1.0,,0.0,,,2018.0,10.0,,Offline,,0.0,,95.0,0.0,0.0
INN17930,2.0,,1.0,,,,Room_Type 1,168.0,2018.0,4.0,,,,0.0,0.0,85.0,0.0,1.0
INN06785,2.0,,,3.0,Meal Plan 1,1.0,,,2018.0,8.0,,,,0.0,,107.1,,0.0
INN14445,2.0,,,3.0,Meal Plan 1,0.0,Room_Type 1,,,7.0,,Online,,0.0,0.0,,1.0,
INN10673,2.0,,,1.0,Meal Plan 1,,,,2018.0,6.0,,,,0.0,,120.0,,0.0
INN19157,1.0,,,2.0,Meal Plan 1,,Room_Type 1,,2018.0,,,Offline,,0.0,,71.0,0.0,0.0
INN03393,2.0,,0.0,,,0.0,,,2018.0,7.0,21.0,Online,0.0,0.0,,,0.0,1.0
INN17484,1.0,,0.0,2.0,Meal Plan 1,0.0,,15.0,2018.0,2.0,,Corporate,,0.0,,86.0,0.0,0.0
INN34251,2.0,,2.0,5.0,,,Room_Type 1,,2018.0,9.0,,,,0.0,0.0,,1.0,0.0
INN27419,1.0,,,3.0,,0.0,,,2018.0,10.0,,Offline,0.0,0.0,0.0,,0.0,0.0
INN34062,,,0.0,,Meal Plan 1,0.0,,16.0,,4.0,,Online,,0.0,0.0,,,0.0
INN16803,2.0,,,,Meal Plan 1,,Room_Type 1,,2018.0,7.0,,,,0.0,0.0,,1.0,0.0
INN34470,2.0,,3.0,,,,,,2018.0,8.0,,Online,,0.0,,,0.0,1.0
INN22204,2.0,,,2.0,Meal Plan 1,,,,2018.0,11.0,,,0.0,0.0,0.0,,0.0,1.0
INN32844,3.0,0.0,,,,0.0,,,2018.0,12.0,,,,0.0,0.0,160.6,0.0,0.0
INN10140,2.0,,,3.0,,,,,2018.0,10.0,,,,0.0,0.0,,0.0,1.0
INN14607,2.0,,,,,,,13.0,2017.0,12.0,,Online,,0.0,0.0,192.0,1.0,0.0
INN27913,2.0,,1.0,2.0,,0.0,,,2018.0,2.0,,Offline,,0.0,,40.67,0.0,0.0
INN26876,,,,2.0,,0.0,,,2017.0,8.0,,,,0.0,0.0,,2.0,0.0
INN25888,3.0,,,1.0,,,,,2017.0,8.0,,,,0.0,0.0,138.5,,0.0
INN32741,2.0,0.0,,3.0,Not Selected,,,,2018.0,6.0,,Online,,0.0,0.0,,,0.0
INN21121,,,,1.0,Meal Plan 1,,,,2018.0,5.0,,Offline,,0.0,0.0,,1.0,0.0
INN08401,3.0,,,1.0,Meal Plan 1,,,,2018.0,11.0,,Offline,,0.0,,160.0,0.0,0.0
INN21783,2.0,,1.0,2.0,,,,,2017.0,10.0,,Offline,0.0,0.0,0.0,,0.0,0.0
INN28259,2.0,,,,,,Room_Type 4,8.0,2018.0,12.0,,Complementary,,0.0,1.0,,,0.0
INN28363,2.0,,,3.0,Meal Plan 1,0.0,,,2018.0,11.0,,Online,0.0,0.0,,,,0.0
INN29681,2.0,,,4.0,Meal Plan 1,0.0,,,2018.0,4.0,,,0.0,0.0,,,0.0,1.0
INN04894,2.0,,,3.0,,,,,2018.0,12.0,,Online,,0.0,0.0,68.0,0.0,0.0
INN08721,2.0,0.0,,2.0,,0.0,,,2017.0,10.0,,Offline,0.0,0.0,0.0,75.0,0.0,1.0
INN34030,3.0,,0.0,2.0,,,,,2018.0,7.0,,Online,,0.0,,,2.0,0.0
INN25356,2.0,,,2.0,,,Room_Type 6,,2018.0,4.0,,Online,,0.0,0.0,,,0.0
INN17107,2.0,0.0,,3.0,Meal Plan 1,,,,2018.0,5.0,5.0,,,0.0,,,0.0,1.0
INN21561,2.0,,,2.0,,,,96.0,2018.0,10.0,21.0,Online,0.0,0.0,0.0,118.8,2.0,0.0
INN26538,2.0,,2.0,2.0,,0.0,Room_Type 1,,2018.0,8.0,,Online,,0.0,0.0,,1.0,0.0
INN18245,2.0,0.0,2.0,2.0,Not Selected,,Room_Type 1,4.0,2017.0,12.0,,Offline,,0.0,,52.5,,0.0
INN04110,3.0,,0.0,4.0,Meal Plan 1,,,,2018.0,6.0,,,,0.0,,,,0.0
INN35888,,,0.0,2.0,Meal Plan 1,0.0,Room_Type 1,,,8.0,24.0,,,0.0,0.0,,1.0,0.0
INN08499,2.0,,,2.0,,0.0,,,2018.0,1.0,,Online,,0.0,0.0,87.0,1.0,0.0
INN18628,2.0,,0.0,1.0,,0.0,Room_Type 1,,2018.0,8.0,,,0.0,0.0,0.0,107.03,,0.0
INN18377,1.0,,0.0,3.0,Meal Plan 1,0.0,,16.0,,3.0,8.0,Corporate,0.0,0.0,0.0,76.0,,0.0
INN26909,,1.0,,,,,,,2018.0,10.0,,,,0.0,,,2.0,1.0
INN19160,2.0,,,2.0,,0.0,Room_Type 1,,2017.0,9.0,,Offline,,0.0,0.0,,0.0,0.0
INN14532,2.0,,,2.0,,0.0,,,2018.0,3.0,,,,0.0,,,1.0,0.0
INN16588,3.0,,,1.0,,1.0,,,2018.0,7.0,,,,0.0,,,2.0,0.0
INN30786,,,,,,,Room_Type 1,,,10.0,,,0.0,0.0,0.0,90.0,,0.0
INN30189,2.0,,,1.0,Meal Plan 1,1.0,,,,9.0,,Online,,0.0,,,2.0,0.0
INN06118,2.0,,,,Meal Plan 1,0.0,,,2018.0,10.0,,,,0.0,0.0,,2.0,0.0
INN19844,1.0,,,2.0,,0.0,Room_Type 1,,2018.0,10.0,,,,0.0,,,0.0,0.0
INN12717,2.0,,,,,0.0,,,2018.0,4.0,,Online,0.0,0.0,0.0,,,0.0
INN06568,,,,2.0,,,,,2018.0,8.0,,Online,,0.0,,,2.0,0.0
INN24100,2.0,,,2.0,,,Room_Type 1,,2018.0,9.0,,,,0.0,0.0,,0.0,1.0
INN05671,2.0,,,2.0,,,,,2018.0,8.0,,Online,,0.0,0.0,,,1.0
INN25681,2.0,,,3.0,,,,,2018.0,3.0,,,,0.0,,91.0,1.0,0.0
INN24519,2.0,0.0,,0.0,Meal Plan 1,,Room_Type 4,,2018.0,3.0,,Offline,,0.0,0.0,73.8,,0.0
INN34207,2.0,,2.0,5.0,,0.0,,89.0,2018.0,3.0,,Online,,0.0,0.0,,1.0,0.0
INN08950,2.0,0.0,,1.0,Not Selected,,,,2018.0,11.0,2.0,,0.0,0.0,0.0,120.0,2.0,0.0
INN21877,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,12.0,,Offline,,0.0,0.0,,1.0,0.0
INN35624,2.0,,1.0,,Meal Plan 1,,,,2018.0,5.0,,Offline,,0.0,0.0,,0.0,1.0
INN26129,2.0,,,2.0,Meal Plan 1,,,,2018.0,10.0,,,,0.0,0.0,,,0.0
INN13331,2.0,,2.0,3.0,Meal Plan 1,0.0,,,2018.0,2.0,,Online,,0.0,,,,0.0
INN00575,2.0,,0.0,2.0,,0.0,,,,4.0,,Online,,0.0,0.0,,,0.0
INN24834,2.0,,,2.0,,,,,2018.0,6.0,,Offline,,0.0,0.0,,0.0,0.0
INN11183,,0.0,0.0,,,0.0,Room_Type 1,,2018.0,2.0,,Corporate,,0.0,0.0,,0.0,1.0
INN33820,,,1.0,0.0,Meal Plan 1,0.0,,,2018.0,8.0,,Online,,0.0,0.0,,,0.0
INN25617,2.0,,2.0,,Meal Plan 1,0.0,Room_Type 4,,2018.0,5.0,,Online,,0.0,,108.16,1.0,0.0
INN02377,2.0,0.0,0.0,2.0,,,Room_Type 1,,2017.0,11.0,,Online,,0.0,0.0,,1.0,0.0
INN15124,1.0,,,,,,Room_Type 1,,2018.0,6.0,14.0,,,0.0,0.0,,,0.0
INN16699,1.0,,,3.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,2.0,1.0,,,0.0,,72.9,0.0,1.0
INN20010,3.0,,,,Meal Plan 1,0.0,Room_Type 4,,2018.0,3.0,,Online,,0.0,0.0,,,1.0
INN34285,,,,1.0,,,Room_Type 1,,2018.0,7.0,,Online,,0.0,,,,0.0
INN27766,2.0,,,0.0,,,Room_Type 1,,,10.0,,,,0.0,,,0.0,1.0
INN35381,2.0,0.0,0.0,3.0,,,Room_Type 1,,2018.0,6.0,,,,0.0,0.0,,0.0,1.0
INN08696,2.0,,,3.0,,,,30.0,2018.0,4.0,,,0.0,0.0,,,0.0,0.0
INN22739,2.0,,0.0,1.0,,,Room_Type 6,,2018.0,7.0,,Online,0.0,0.0,0.0,,,0.0
INN10515,2.0,,,,Meal Plan 1,,Room_Type 1,,2018.0,11.0,,,,0.0,,171.9,1.0,0.0
INN10749,,,,3.0,Meal Plan 1,0.0,Room_Type 4,22.0,2018.0,12.0,,,,0.0,,,1.0,0.0
INN17233,2.0,,,2.0,,,Room_Type 1,,2017.0,10.0,,Online,,0.0,0.0,,,1.0
INN02249,2.0,,,,,0.0,,,2017.0,9.0,,,,0.0,0.0,82.0,0.0,0.0
INN15959,2.0,,,1.0,Meal Plan 1,,Room_Type 1,,2018.0,1.0,,Online,,0.0,0.0,71.6,2.0,0.0
INN05617,2.0,,,3.0,Meal Plan 1,,Room_Type 1,,2018.0,5.0,,Online,,0.0,,,0.0,1.0
INN24949,2.0,,1.0,2.0,,,,,2018.0,7.0,,Online,,0.0,0.0,,0.0,0.0
INN05491,2.0,,0.0,1.0,,0.0,,,2018.0,2.0,,,,0.0,0.0,,,0.0
INN13510,2.0,,2.0,1.0,Meal Plan 1,0.0,,10.0,2018.0,,,Online,,0.0,,,3.0,0.0
INN22487,2.0,,2.0,2.0,,0.0,,,2017.0,10.0,,,0.0,0.0,,65.0,,1.0
INN24503,2.0,0.0,0.0,,,,,,2018.0,10.0,,,,0.0,0.0,,2.0,0.0
INN21688,1.0,,,3.0,Meal Plan 1,,,,2018.0,6.0,,,,0.0,0.0,,0.0,0.0
INN20437,,1.0,,5.0,Meal Plan 1,0.0,,,2018.0,10.0,,Online,,0.0,0.0,,0.0,1.0
INN28514,1.0,,,1.0,,,Room_Type 1,36.0,2018.0,10.0,,Online,,0.0,0.0,,2.0,0.0
INN27308,1.0,,,2.0,,,Room_Type 1,,2018.0,6.0,,,,0.0,0.0,,0.0,0.0
INN31364,2.0,,,2.0,Meal Plan 1,,Room_Type 1,,2017.0,9.0,,,,0.0,,,,0.0
INN34773,1.0,,0.0,3.0,Meal Plan 1,0.0,,,2018.0,1.0,,Offline,,0.0,0.0,80.0,,0.0
INN14391,2.0,0.0,,,Meal Plan 1,,Room_Type 1,,2018.0,6.0,,,,0.0,,,1.0,0.0
INN20461,2.0,0.0,,2.0,,0.0,,43.0,,9.0,,Online,,0.0,,123.3,,0.0
INN00998,1.0,,,,,,,,2018.0,12.0,22.0,Online,0.0,0.0,,86.4,,0.0
INN20717,1.0,,,0.0,,,,,2017.0,10.0,,Online,,0.0,0.0,92.4,,0.0
INN12927,2.0,0.0,2.0,2.0,,0.0,,99.0,2017.0,10.0,,Offline,,0.0,0.0,,,1.0
INN25753,1.0,,,,,0.0,,,2018.0,6.0,,,,0.0,0.0,,0.0,0.0
INN11587,2.0,0.0,1.0,,,0.0,Room_Type 1,39.0,2018.0,11.0,17.0,Online,0.0,0.0,0.0,,,0.0
INN16936,3.0,0.0,,,,0.0,Room_Type 4,,2018.0,10.0,,Online,,0.0,0.0,,,1.0
INN35384,1.0,,0.0,3.0,,0.0,,133.0,2018.0,6.0,,Online,,0.0,,,1.0,0.0
INN20757,2.0,,,2.0,Meal Plan 1,,Room_Type 1,,2017.0,9.0,,Offline,,0.0,,,,0.0
INN19882,2.0,,,,Meal Plan 2,,Room_Type 1,,2018.0,,,Offline,0.0,0.0,,,0.0,1.0
INN17795,2.0,,,1.0,Not Selected,,Room_Type 1,197.0,,,1.0,Online,,0.0,0.0,,1.0,0.0
INN14573,2.0,,0.0,,Meal Plan 1,,Room_Type 1,,2018.0,4.0,,,,0.0,0.0,,0.0,1.0
INN28967,2.0,,,5.0,Meal Plan 1,0.0,,,2018.0,9.0,,Online,0.0,0.0,0.0,,1.0,1.0
INN08033,2.0,,,2.0,,0.0,,,2017.0,8.0,,Offline,,0.0,0.0,,0.0,0.0
INN01408,2.0,,,5.0,Meal Plan 1,0.0,,,,1.0,,Offline,,0.0,,,,0.0
INN28691,2.0,,,1.0,Not Selected,0.0,Room_Type 1,,2018.0,10.0,25.0,,,0.0,,112.0,0.0,0.0
INN34781,,0.0,,1.0,,0.0,,,2018.0,9.0,,Offline,,0.0,0.0,,0.0,0.0
INN13369,2.0,,,,,,Room_Type 1,,2018.0,8.0,,Online,0.0,0.0,,,2.0,0.0
INN14022,2.0,,,1.0,,0.0,,,2018.0,9.0,,,,0.0,,,4.0,0.0
INN14255,2.0,0.0,,3.0,,0.0,,,,12.0,,Online,,0.0,,106.33,0.0,0.0
INN13842,2.0,,,,,,,,2018.0,8.0,,Online,,0.0,,,1.0,1.0
INN32653,2.0,0.0,,1.0,Meal Plan 1,0.0,,3.0,2017.0,8.0,,,,0.0,0.0,,,0.0
INN11781,2.0,,,3.0,,,Room_Type 1,,2018.0,12.0,,Online,,0.0,0.0,66.88,,0.0
INN32051,3.0,,,2.0,Meal Plan 1,,,,,12.0,,Online,0.0,0.0,,130.9,2.0,0.0
INN28697,1.0,,,,,,,,2017.0,10.0,,Offline,0.0,0.0,0.0,,0.0,0.0
INN00694,2.0,,,2.0,Meal Plan 1,0.0,,189.0,2018.0,10.0,,Online,,0.0,,109.8,0.0,1.0
INN10726,,0.0,,2.0,,0.0,Room_Type 1,,2018.0,4.0,,,0.0,0.0,0.0,,1.0,0.0
INN21396,,,1.0,,,,,54.0,2017.0,12.0,,Online,,0.0,0.0,,1.0,0.0
INN03444,2.0,,1.0,2.0,Meal Plan 1,0.0,Room_Type 1,,,1.0,,,,0.0,0.0,,1.0,0.0
INN09175,1.0,,2.0,0.0,Not Selected,,,,2018.0,8.0,,,,0.0,0.0,,1.0,1.0
INN27886,2.0,,2.0,,Meal Plan 1,,,,2017.0,10.0,,,,0.0,0.0,,1.0,1.0
INN04176,2.0,,,2.0,,0.0,Room_Type 1,,2017.0,9.0,,Offline,0.0,0.0,0.0,,2.0,0.0
INN20607,2.0,,,3.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,4.0,,Offline,,0.0,0.0,78.0,0.0,1.0
INN24668,2.0,,0.0,3.0,,0.0,Room_Type 4,,2018.0,3.0,,Online,,0.0,,106.8,0.0,0.0
INN13845,,,,1.0,,0.0,Room_Type 1,,2018.0,4.0,,Online,,0.0,,,1.0,0.0
INN10459,2.0,,,3.0,Meal Plan 1,0.0,,,,,,,0.0,0.0,0.0,122.22,0.0,0.0
INN33363,,,,,,,Room_Type 4,,,8.0,,,,0.0,0.0,150.3,,1.0
INN13383,2.0,0.0,,0.0,,,,49.0,2018.0,8.0,,Online,,0.0,0.0,,,0.0
INN21377,2.0,0.0,,2.0,,,,,2018.0,11.0,10.0,Complementary,,0.0,,,,0.0
INN26425,,,0.0,3.0,Meal Plan 1,0.0,,,2018.0,10.0,,Offline,,0.0,0.0,,,0.0
INN16646,2.0,,,2.0,,0.0,Room_Type 2,,2018.0,9.0,,Online,,0.0,0.0,,1.0,1.0
INN22623,2.0,,0.0,1.0,,,Room_Type 1,,2018.0,4.0,8.0,Online,0.0,0.0,,,0.0,1.0
INN11530,,,,,,0.0,,1.0,2018.0,9.0,,Online,,0.0,,,,0.0
INN15980,2.0,,,1.0,Not Selected,0.0,,,2018.0,4.0,,,,0.0,0.0,,0.0,0.0
INN05498,2.0,,,1.0,Meal Plan 1,,Room_Type 1,,2018.0,3.0,,Offline,0.0,0.0,0.0,64.8,0.0,0.0
INN03876,2.0,,,,,0.0,,,2017.0,10.0,,,,0.0,0.0,112.2,0.0,0.0
INN20401,2.0,,,2.0,Meal Plan 1,,,7.0,2018.0,9.0,,Offline,,0.0,,176.0,0.0,0.0
INN03627,,0.0,2.0,,Meal Plan 1,0.0,,,,2.0,28.0,,,0.0,0.0,,0.0,1.0
INN31335,3.0,,,,Meal Plan 1,,,,2018.0,5.0,,,,0.0,0.0,,0.0,1.0
INN16830,1.0,,,1.0,Meal Plan 1,0.0,,,2017.0,12.0,,,,0.0,1.0,79.0,0.0,0.0
INN06753,1.0,,,4.0,Meal Plan 1,,,,2018.0,2.0,,Online,,0.0,,,,1.0
INN05112,3.0,,,1.0,,0.0,,,2018.0,7.0,,,,0.0,,96.9,1.0,0.0
INN14158,2.0,1.0,1.0,2.0,,,,,2018.0,12.0,,,,0.0,,,1.0,0.0
INN16013,2.0,,,2.0,Meal Plan 1,,Room_Type 1,,2018.0,10.0,,Online,,0.0,0.0,,0.0,1.0
INN03556,,,,2.0,,,,,2018.0,8.0,,Online,0.0,0.0,,,,1.0
INN10387,2.0,,,,,0.0,Room_Type 1,170.0,2017.0,9.0,,,,0.0,0.0,96.9,2.0,0.0
INN23723,2.0,0.0,,3.0,Not Selected,0.0,,,2018.0,3.0,,,0.0,0.0,,,1.0,0.0
INN19752,2.0,,1.0,,Meal Plan 1,0.0,,273.0,2018.0,5.0,,Offline,,0.0,0.0,,,1.0
INN32641,2.0,,,1.0,,0.0,Room_Type 1,102.0,2018.0,9.0,,Offline,,0.0,,,0.0,0.0
INN11060,2.0,,,,Meal Plan 1,,Room_Type 4,,2018.0,4.0,,Online,,0.0,0.0,116.0,,1.0
INN02527,2.0,,0.0,5.0,,,Room_Type 6,82.0,2018.0,8.0,,Online,,0.0,0.0,202.5,0.0,1.0
INN32645,2.0,,2.0,2.0,,0.0,,,,6.0,,Online,,0.0,,,,0.0
INN15033,2.0,,,1.0,,0.0,,,,8.0,,Online,,0.0,0.0,,1.0,1.0
INN33443,2.0,1.0,1.0,1.0,Meal Plan 1,0.0,,,2018.0,,31.0,Online,,0.0,0.0,,0.0,0.0
INN32862,2.0,0.0,,4.0,Meal Plan 1,,,,2018.0,6.0,,,,0.0,,,0.0,1.0
INN01169,2.0,,,4.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,9.0,,,,0.0,0.0,143.2,2.0,0.0
INN16137,2.0,,0.0,,Meal Plan 1,0.0,,,,10.0,,Offline,,0.0,0.0,,1.0,0.0
INN20529,2.0,,,,,0.0,Room_Type 1,136.0,2018.0,7.0,,,,0.0,0.0,,0.0,1.0
INN07893,2.0,,2.0,,,,,,2018.0,9.0,,Offline,,0.0,,,1.0,0.0
INN24661,2.0,,,,Meal Plan 1,,Room_Type 1,,2018.0,4.0,,Online,,0.0,,,0.0,0.0
INN03150,2.0,,,,,0.0,,4.0,2018.0,8.0,24.0,,,0.0,0.0,119.0,,0.0
INN12007,2.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,,,,0.0,0.0,,,0.0,0.0
INN17265,2.0,,,4.0,,0.0,,,2018.0,4.0,,,,0.0,0.0,,1.0,0.0
INN23132,2.0,,,1.0,,0.0,,0.0,2018.0,4.0,,,0.0,0.0,0.0,97.32,0.0,0.0
INN33214,2.0,,,,Meal Plan 1,,,,2018.0,9.0,,,0.0,0.0,0.0,104.22,1.0,0.0
INN23957,2.0,,0.0,3.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,10.0,,Offline,,0.0,0.0,,0.0,0.0
INN19123,1.0,,,1.0,Not Selected,,,,2018.0,,,Online,,0.0,,,1.0,0.0
INN13440,,,1.0,2.0,,,Room_Type 1,57.0,2018.0,6.0,,Offline,,0.0,0.0,,1.0,0.0
INN01468,,,,,Meal Plan 1,0.0,,,2018.0,5.0,,Online,,0.0,,,0.0,1.0
INN08155,2.0,,,2.0,,0.0,,,,4.0,29.0,Online,,0.0,,,2.0,0.0
INN33530,,,,0.0,Meal Plan 1,,,6.0,2018.0,11.0,,,,0.0,,,0.0,0.0
INN13834,3.0,,2.0,,,0.0,,,2018.0,10.0,,,,0.0,0.0,,,1.0
INN22922,2.0,,2.0,3.0,,0.0,Room_Type 4,,2018.0,10.0,,,,0.0,,,0.0,1.0
INN12154,2.0,,0.0,4.0,Meal Plan 1,,,,2018.0,1.0,,Offline,,0.0,0.0,,,0.0
INN16837,2.0,,0.0,2.0,Meal Plan 1,0.0,,,2018.0,1.0,,,0.0,0.0,0.0,,1.0,0.0
INN28903,2.0,,,2.0,,0.0,,,2018.0,6.0,,Offline,,0.0,0.0,120.0,0.0,1.0
INN12237,,,1.0,,Meal Plan 1,,Room_Type 1,,2017.0,11.0,,Online,,0.0,0.0,,1.0,0.0
INN04138,2.0,,,,Not Selected,0.0,Room_Type 1,,2018.0,3.0,4.0,Online,,0.0,0.0,,1.0,0.0
INN19424,2.0,,,4.0,Not Selected,0.0,,,2018.0,4.0,,,,0.0,,,0.0,1.0
INN13066,2.0,0.0,,1.0,Meal Plan 2,0.0,,,2018.0,6.0,,Offline,0.0,0.0,0.0,,0.0,1.0
INN04151,,,,2.0,,0.0,Room_Type 7,,2018.0,7.0,8.0,,0.0,0.0,,,3.0,0.0
INN06469,2.0,,,1.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,10.0,,,,0.0,,80.75,1.0,0.0
INN14018,2.0,,,2.0,,,Room_Type 1,,2018.0,7.0,,,,0.0,,,1.0,0.0
INN34398,2.0,0.0,,2.0,Meal Plan 2,,,320.0,2018.0,8.0,,,,0.0,,,1.0,1.0
INN35229,,,,,Meal Plan 1,,Room_Type 1,,2018.0,3.0,,Online,0.0,0.0,0.0,73.95,,0.0
INN16964,2.0,,,3.0,,,,,,8.0,,,,,0.0,,0.0,0.0
INN06572,1.0,,,1.0,,0.0,,,2018.0,12.0,,Online,,0.0,,,,0.0
INN28409,2.0,0.0,2.0,0.0,Not Selected,0.0,Room_Type 1,,,6.0,,,0.0,0.0,0.0,,0.0,1.0
INN15367,1.0,0.0,,,,0.0,,6.0,,12.0,,Offline,,0.0,,,0.0,0.0
INN23852,2.0,0.0,,,Meal Plan 2,,Room_Type 1,,2018.0,6.0,,Offline,,0.0,,,1.0,1.0
INN00365,2.0,,,1.0,,,,,2017.0,11.0,,Online,,0.0,,,2.0,0.0
INN32467,2.0,,,5.0,,,Room_Type 1,,2017.0,10.0,11.0,Online,,0.0,,,3.0,0.0
INN15156,2.0,,2.0,1.0,,,,,2018.0,11.0,,,,0.0,0.0,128.67,3.0,0.0
INN13780,2.0,,,,Meal Plan 1,0.0,,,2018.0,11.0,,,0.0,0.0,,,2.0,0.0
INN00868,2.0,,,,,0.0,,,2018.0,3.0,,,,0.0,0.0,88.4,,0.0
INN27044,3.0,,,1.0,,0.0,,,2018.0,12.0,,Online,,0.0,,83.2,1.0,0.0
INN20542,1.0,,,2.0,,0.0,,,2018.0,4.0,19.0,,,0.0,,,0.0,1.0
INN22734,2.0,,,1.0,Meal Plan 1,1.0,,,,2.0,,Online,0.0,0.0,0.0,,2.0,0.0
INN15762,2.0,,2.0,1.0,Meal Plan 1,1.0,,,2018.0,7.0,,Online,0.0,0.0,0.0,,1.0,1.0
INN24621,1.0,,,2.0,,0.0,Room_Type 1,88.0,2018.0,10.0,,,,0.0,0.0,68.0,0.0,0.0
INN33531,3.0,,,3.0,Meal Plan 1,0.0,,,2017.0,11.0,,,,0.0,,90.0,1.0,0.0
INN00403,,,,2.0,Meal Plan 1,,,198.0,2018.0,9.0,,,,0.0,0.0,,0.0,1.0
